handout,handout_name,row_id,original_entry,original_decision,chapter,topic,book_printed_pages,source_pages,integrated_disposition,integrated_ids,detail
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-22,,include,18,AIH vs HBV vs HCV chronic hepatitis table,"250, 275",Hepatology p. 21,retained,E18.18,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-23,,include,21,"AIH subtypes - antibody profile, IgG, cirrhosis",275,Hepatology p. 22,retained,E21.01,E21.01: Type frequencies left out (disputed; review point R25).
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-24,,discrepancy,21,AIH type 1 frequency,275,Hepatology p. 22,review point,R25,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-25,,exclude,18,SPE figures,249,Hepatology p. 22,excluded by original handout,,Figure illustrates text already in book; optional figure only.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-26,,exclude,18,Quiz items,"245, 246",Hepatology p. 22,excluded by original handout,,Quiz questions; no unique fact.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-27,,exclude,18,Pre-icteric/icteric stage labs of acute viral hepatitis,"244, 246, 247",Hepatology p. 14,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-28,,exclude,18,HAV/HBV serological markers (general),"247, 248","Hepatology p. 15, 16, 17",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-29,,exclude,19,Causes of acute hepatitis / etiology,252,Hepatology p. 23,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-30,,exclude,19,"Hepatitis A (epidemiology, labs, course, prevention, vaccine)","252, 253, 254","Hepatology p. 23, 24, 25",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-31,,exclude,19,Hepatitis E (Ch 19 section),254,Hepatology p. 25,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-32,,exclude,19,HBV/HDV/HCV virology and course (Ch 19 section),"254, 255, 256, 257","Hepatology p. 26, 27",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-33,,exclude,19,Clinical picture and sequelae of viral hepatitis,257,Hepatology p. 28,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-34,,exclude,19,"Characteristics table, pathology, investigations, viral markers","258, 259","Hepatology p. 29, 30, 31",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-35,,discrepancy,19,Rest in acute viral hepatitis,"253, 259",Hepatology p. 31,review point,R19,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-36,,exclude,19,"Prevention (HAV/HEV/HBV vaccine, HBIG, HCV)","259, 260",Hepatology p. 31,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-37,,exclude,19,Herpes/EBV/CMV/HSV hepatitis,"260, 261","Hepatology p. 32, 33",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-38,,exclude,18,HCV antibody timing (internal inconsistency),"249, 259","Hepatology p. 18, 31",excluded by original handout,,Source-internal inconsistency (HAP 18 vs HAP 31) mirrored in book; not a source-vs-book discrepancy. Flag for editor.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-01,,include,19,Chronic hepatitis pathology (severe form),263,Hepatology p. 34,retained,E19.07,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-02,,exclude,19,"Chronic hepatitis definition, etiology, pathology, METAVIR","262, 263",Hepatology p. 34,excluded by original handout,,Already covered (book is more detailed).
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-03,,discrepancy,20,HBV prevalence in Egypt,265,Hepatology p. 35,review point,R20,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-04,,discrepancy,20,Age-dependent chronicity of HBV,"265, 248",Hepatology p. 35,review point,R21,R21: Book page corrected from p. 248 to p. 247 for the 5–10% figure (audit B).
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-05,,include,20,Sex distribution of chronic HBV,265,Hepatology p. 35,retained,E20.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-06,,include,20,Proportion of carriers with replication,"265, 266",Hepatology p. 35,retained,E20.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-07,,include,20,Rate of progression to cirrhosis in HBV,265,Hepatology p. 35,retained,E20.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-08,,include,20,Immune-tolerant phase evolution,266,Hepatology p. 35,retained,E20.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-09,,include,20,Inactive carrier detection,267,Hepatology p. 35,retained,E20.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-10,,discrepancy,20,Inactive carrier HBV DNA threshold,"266, 267",Hepatology p. 35,review point,R22,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-11,,include,20,HBV reactivation and prophylaxis,"267, 268, 269",Hepatology p. 35,retained,E20.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-12,,discrepancy,20,Spontaneous HBsAg clearance,267,Hepatology p. 35,review point,R23,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-13,,exclude,20,"HBV investigations, treatment indications, aims","268, 269",Hepatology p. 36,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-14,,include,20,Durability of HBeAg loss,269,Hepatology p. 36,retained,E20.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-15,,include,20,Predictors of interferon response in HBV,271,Hepatology p. 36,retained,E20.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-16,,include,20,Peg-IFN response rate in HBV,"270, 271",Hepatology p. 36,retained,E20.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-17,,include,20,Tenofovir in resistant HBV,270,Hepatology p. 37,retained,E20.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-18,,include,20,Entecavir efficacy,270,Hepatology p. 37,retained,E20.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-19,,include,20,Lamivudine resistance mechanism,270,Hepatology p. 37,retained,E20.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-20,,exclude,20,HDV treatment,271,Hepatology p. 37,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-21,,exclude,20,Chronic HCV clinical features and extrahepatic manifestations,"271, 272",Hepatology p. 37,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-22,,exclude,20,Chronic HCV diagnosis,272,Hepatology p. 38,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-23,,include,20,Mechanism of DAAs,"272, 256",Hepatology p. 38,retained,E20.07,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-24,,include,20,Sofosbuvir details,272,Hepatology p. 38,retained,E20.08,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-25,,exclude,20,Daclatasvir / ledipasvir doses,272,Hepatology p. 38,excluded by original handout,,Doses absent; mark program-specific/older regimen (book states these have largely been replaced). | Central review: doses of older DAA combinations the book says are largely replaced; low value.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-26,,include,20,Ribavirin dose and adverse effects,273,Hepatology p. 38,retained,E20.08,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-27,,exclude,20,Peg-IFN in HCV,273,Hepatology p. 38,excluded by original handout,,Outdated for HCV; book already states IFN-free approach.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-28,,include,20,Egypt HCV transmission factors,273,Hepatology p. 39,retained,E20.09,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-29,,exclude,20,Egyptian national HCV response (history),273,Hepatology p. 39,excluded by original handout,,"Program-specific historical detail. | Central review: programme history (2007 committee, NNTC); not student-useful."
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-30,,discrepancy,20,Egypt screening campaign results,273,Hepatology p. 39,review point,R24,
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-31,,exclude,20,Egypt screening campaign scope,273,Hepatology p. 39,excluded by original handout,,Program-specific detail absent. | Central review: campaign detail (NCD screening); not student-useful.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-32,,exclude,20,Egyptian HCV treatment program criteria and regimens,"272, 273",Hepatology p. 40,excluded by original handout,,Program-specific national protocol. | Central review: superseded Egyptian national regimen (sofosbuvir+daclatasvir); book states regimens replaced.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-33,,exclude,20,SVR definition and HBV vaccination,273,Hepatology p. 40,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-34,,exclude,21,"AIH definition, types, clinical picture, diagnosis","275, 276",Hepatology p. 41,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B2-35,,exclude,21,"AIH treatment indications, drugs, remission, prognosis","276, 277",Hepatology p. 42,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),C-01,,include,21,NAFLD/MASLD - rate of weight loss,279,Hepatology p. 44,retained,E21.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-02,,discrepancy,21,NAFLD/MASLD - metformin,279,Hepatology p. 44,review point,R26,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-03,,exclude,21,NAFLD - drugs under trial,279,Hepatology p. 44,excluded by original handout,,Book already covers GLP-1 RA with more current status; trial-drug list is dated
HEP,After Mid-Module Hepatology Extras (Hepatology),C-04,,exclude,21,Fibroscan limitation in NAFLD,"278, 241, 242",Hepatology p. 43,excluded by original handout,,"Outdated versus book's CAP statement; NAFLD topic otherwise covered (definition, renaming, metabolic syndrome, clinical picture, U/S, biopsy) at p277-279"
HEP,After Mid-Module Hepatology Extras (Hepatology),C-05,,include,22,Cirrhosis - associated conditions at presentation,282,Hepatology p. 45,retained,E22.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-06,,include,22,Cirrhosis - causes of fever,282,Hepatology p. 45,retained,E22.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-07,,include,22,Cirrhosis - hormonal signs,282,Hepatology p. 45,retained,E22.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-08,,discrepancy,22,Fetor hepaticus,283,Hepatology p. 46,review point,R27,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-09,,exclude,22,Physical signs figure and abdominal/chest examination,"283, 284",Hepatology p. 46,excluded by original handout,,Already covered (same figure and text)
HEP,After Mid-Module Hepatology Extras (Hepatology),C-10,,include,22,Cirrhosis - urine,284,Hepatology p. 47,retained,E22.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-11,,include,22,Elastography rule-out of varices (Baveno),"285, 312",Hepatology p. 48,retained,E22.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-12,,include,22,Elastography diagnosis of CSPH,"285, 313",Hepatology p. 48,retained,E22.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-13,,discrepancy,22,Cirrhosis nutrition - protein,286,Hepatology p. 48,review point,R28,"R28: Third position added: book p. 359 (20 g/day in the acute attack), found by audit B."
HEP,After Mid-Module Hepatology Extras (Hepatology),C-14,,exclude,22,Child-Pugh classes,"286, 287",Hepatology p. 49,excluded by original handout,,Source unclear: '>10' leaves a score of 10 unassigned; book covers CTP and MELD fully
HEP,After Mid-Module Hepatology Extras (Hepatology),C-15,,discrepancy,22,PBC diagnostic criteria,288,Hepatology p. 51,review point,R29,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-16,,discrepancy,22,PBC - UDCA effect,288,Hepatology p. 51,review point,R30,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-17,,include,22,PBC - supportive treatment,"287, 288",Hepatology p. 51,retained,E22.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-18,,include,22,PBC histology,288,Hepatology p. 51,retained,E22.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-19,,exclude,22,PBC imaging,288,Hepatology p. 51,excluded by original handout,,Book already covers biliary imaging with MRCP (more current); rest of PBC section covered p287-289
HEP,After Mid-Module Hepatology Extras (Hepatology),C-20,,exclude,22,PSC interventional treatment,"289, 290",Hepatology p. 52,excluded by original handout,,"Already covered; surgical excision of strictures is a minor, outdated point"
HEP,After Mid-Module Hepatology Extras (Hepatology),C-21,,include,22,Hemochromatosis - HCC risk,"292, 333",Hepatology p. 53,retained,E22.07,E22.07: Merged Hepatology C-21/C-23 with C-22 (haemochromatosis).
HEP,After Mid-Module Hepatology Extras (Hepatology),C-22,,include,22,Hemochromatosis - MRI differentiation,293,Hepatology p. 53,retained,E22.07,E22.07: Merged Hepatology C-21/C-23 with C-22 (haemochromatosis).
HEP,After Mid-Module Hepatology Extras (Hepatology),C-23,,include,22,Hemochromatosis - skin pigmentation mechanism,292,Hepatology p. 53,retained,E22.07,E22.07: Merged Hepatology C-21/C-23 with C-22 (haemochromatosis).
HEP,After Mid-Module Hepatology Extras (Hepatology),C-24,,exclude,22,Hemochromatosis pathophysiology,"291, 292, 293, 294",Hepatology p. 53,excluded by original handout,,Book gives a more current (hepcidin) mechanism; rest of topic covered
HEP,After Mid-Module Hepatology Extras (Hepatology),C-25,,exclude,22,Wilson disease (HAP 54),"294, 295, 296, 297, 298, 250",Hepatology p. 54,excluded by original handout,,Fully covered; source mechanism (ceruloplasmin synthesis defect) is outdated relative to book's ATP7B account
HEP,After Mid-Module Hepatology Extras (Hepatology),C-26,,discrepancy,22,Alcoholic cirrhosis threshold,"281, 298","Hepatology p. 55, 44",review point,R31,
HEP,After Mid-Module Hepatology Extras (Hepatology),C-27,,exclude,22,Alcoholic cirrhosis - GGT,"299, 239, 245",Hepatology p. 55,excluded by original handout,,Essentially covered; alcoholic cirrhosis section otherwise covered p298-299 (headache/migraine in source list is trivial)
HEP,After Mid-Module Hepatology Extras (Hepatology),C-28,,include,22,Alpha-1 antitrypsin deficiency - phenotypes,300,Hepatology p. 56,excluded in integration,,"Excluded in integration: largely already in the book (book p. 300 gives phenotyping/genotyping of SERPINA1, PiZZ); only the naming of M and S phenotypes was new, judged low value (audit B §5.1)."
HEP,After Mid-Module Hepatology Extras (Hepatology),C-29,,exclude,22,Alpha-1 antitrypsin deficiency - treatment,300,Hepatology p. 56,excluded by original handout,,Not an established therapy; source gives no detail; remaining A1AT content covered p299-300
HEP,After Mid-Module Hepatology Extras (Hepatology),C-30,,exclude,22,"Cirrhosis definition, etiology, morphology, signs, labs, U/S, NITs, treatment of cause","281, 282, 283, 284, 285, 286","Hepatology p. 44, 45, 47, 48",excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-01,,include,23,Causes of portal hypertension: increased portal inflow,"309, 310",Hepatology p. 57,retained,E23.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-02,,include,23,Prehepatic causes: splenic vein and tumour compression,"309, 310",Hepatology p. 57,retained,E23.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-03,,include,23,Presinusoidal causes (extra items),310,Hepatology p. 57,retained,E23.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-04,,include,23,Sinusoidal/postsinusoidal causes (extra items),310,Hepatology p. 57,retained,E23.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-05,,include,23,Mechanism of splenomegaly,"311, 312",Hepatology p. 59,retained,E23.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-06,,merged,22,Elastography threshold for CSPH,"285, 313",Hepatology p. 60,retained,E22.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-07,,include,23,Mortality burden of variceal bleeding,313,Hepatology p. 60,retained,E23.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-08,,include,23,Propranolol for primary prophylaxis,313,Hepatology p. 61,retained,E23.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-09,,include,23,Mechanism of non-selective beta-blockers,313,Hepatology p. 61,retained,E23.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-10,,include,23,NSBB vs band ligation (primary prophylaxis),"313, 314",Hepatology p. 61,retained,E23.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-11,,include,23,Resuscitation haemodynamic target,"314, 315",Hepatology p. 61,retained,E23.05,"E23.05: Terlipressin dose labelled as Hepatology-source only (book gives duration, no dose); garbled IHD sentence pointed to note N4 (audit B S7)."
HEP,After Mid-Module Hepatology Extras (Hepatology),D-12,,include,23,Tissue adhesive indications,315,Hepatology p. 62,retained,E23.06,E23.06: Restored the source's own qualifier 'rarely used now' for balloon tamponade (book p. 316 and Hepatology p. 62; audit B S12).
HEP,After Mid-Module Hepatology Extras (Hepatology),D-13,,include,23,Terlipressin dose in variceal bleeding,315,Hepatology p. 62,retained,E23.05,"E23.05: Terlipressin dose labelled as Hepatology-source only (book gives duration, no dose); garbled IHD sentence pointed to note N4 (audit B S7)."
HEP,After Mid-Module Hepatology Extras (Hepatology),D-14,,exclude,23,Oral intake during variceal bleeding,316,Hepatology p. 62,excluded by original handout,,Absent from variceal section; general UGIB statement differs in endpoint | Central review: NPO already in first-half book Ch 03 upper GI bleeding (printed p50).
HEP,After Mid-Module Hepatology Extras (Hepatology),D-15,,include,23,Indication for balloon tamponade,316,Hepatology p. 62,retained,E23.06,E23.06: Restored the source's own qualifier 'rarely used now' for balloon tamponade (book p. 316 and Hepatology p. 62; audit B S12).
HEP,After Mid-Module Hepatology Extras (Hepatology),D-16,,include,23,TIPS timing criterion,316,Hepatology p. 62,retained,E23.07,"E23.07: Added the source's own 'rebleed within 10 days → repeat endoscopy' sentence (also book p. 316) beside the TIPS 5-day window, so the two are read together (audit B S4)."
HEP,After Mid-Module Hepatology Extras (Hepatology),D-17,,include,23,Types of surgical portosystemic shunt,317,Hepatology p. 63,retained,E23.07,"E23.07: Added the source's own 'rebleed within 10 days → repeat endoscopy' sentence (also book p. 316) beside the TIPS 5-day window, so the two are read together (audit B S4)."
HEP,After Mid-Module Hepatology Extras (Hepatology),D-18,,include,18,Liver cell failure: scope,"237, 238",Hepatology p. 64,retained,E18.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-19,,include,17,Principal functions of the liver,"233, 235",Hepatology p. 64,retained,E17.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-20,,include,17,Metabolic zonation of the lobule,235,Hepatology p. 64,retained,E17.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-21,,include,22,Cryptogenic cirrhosis,281,Hepatology p. 65,retained,E22.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-22,,include,22,Consequences of cirrhosis: two mechanisms,"281, 282",Hepatology p. 65,retained,E22.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),D-23,,exclude,18,Hepatic failure feature list,"237, 238",Hepatology p. 65,excluded by original handout,,List items absent; low priority | Central review: source gives only the heading 'changes in nitrogen metabolism' with no content.
HEP,After Mid-Module Hepatology Extras (Hepatology),D-24,,discrepancy,23,Transfusion target,315,Hepatology p. 61,review point,R32,R32: The same Hct ≈ 30 text is in GIT Internal Med p. 43 (verified); both sources cited.
HEP,After Mid-Module Hepatology Extras (Hepatology),D-25,,discrepancy,23,Nasogastric tube in variceal bleeding,315,Hepatology p. 61,review point,R33,"R33: Extended with GIT Internal Med's nasogastric uses (pp. 40, 46) as context; kept in Chapter 3 with cross-references."
HEP,After Mid-Module Hepatology Extras (Hepatology),D-26,,discrepancy,23,Screening endoscopy in cirrhosis,"285, 313",Hepatology p. 61,review point,R34,R34: The same sentence is in GIT Internal Med p. 43 (verified); both sources cited.
HEP,After Mid-Module Hepatology Extras (Hepatology),D-27,,exclude,23,Definition/normal portal pressure,"309, 310",Hepatology p. 57,excluded by original handout,,"Covered; source itself uses 10-12 mmHg on p59, so not a firm discrepancy"
HEP,After Mid-Module Hepatology Extras (Hepatology),D-28,,exclude,23,Anatomy and main causes by site,"309, 310","Hepatology p. 57, 58",excluded by original handout,,Already covered (figure-only extras recorded separately)
HEP,After Mid-Module Hepatology Extras (Hepatology),D-29,,exclude,23,"Portosystemic collaterals, clinical picture, investigations","310, 311, 312, 313",Hepatology p. 59,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-30,,exclude,23,Ascites in portal hypertension,312,Hepatology p. 59,excluded by original handout,,Trivial
HEP,After Mid-Module Hepatology Extras (Hepatology),D-31,,exclude,23,Natural history; cACLD/CSPH concept,"285, 313",Hepatology p. 60,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-32,,exclude,23,Carvedilol; banding when NSBB contraindicated; banding mechanism,"313, 314",Hepatology p. 61,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-33,,exclude,23,NSBB in gastropathy/rebleeding,"313, 317",Hepatology p. 61,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-34,,exclude,23,Blood products for volume restoration,"314, 315",Hepatology p. 61,excluded by original handout,,Superseded by book's restrictive approach; transfusion target logged as discrepancy
HEP,After Mid-Module Hepatology Extras (Hepatology),D-35,,exclude,23,Urgent endoscopy aims; band ligation/sclerotherapy (ethanolamine oleate); 80% success,315,"Hepatology p. 61, 62",excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-36,,exclude,23,"Vasoactive therapy role, octreotide when terlipressin contraindicated","315, 316",Hepatology p. 62,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-37,,exclude,23,Terlipressin and ischaemic heart disease,315,Hepatology p. 62,excluded by original handout,,source unclear (likely missing 'not'); book already cautions
HEP,After Mid-Module Hepatology Extras (Hepatology),D-38,,exclude,23,Additional measures; rebleed within 10 days; TIPS technique and encephalopathy risk,316,Hepatology p. 62,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-39,,exclude,23,"Secondary prophylaxis (EVL every 2 weeks, NSBB, shunts, transplant; 60-80% recurrence)","315, 316, 317",Hepatology p. 63,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-40,,exclude,23,"Portal pressure measurement (WHVP, PVPG, HVPG)",317,Hepatology p. 63,excluded by original handout,,Already covered
HEP,After Mid-Module Hepatology Extras (Hepatology),D-41,,exclude,17,"Liver microanatomy (sinusoid, Disse, stellate, Kupffer, acinus zones)",235,Hepatology p. 64,excluded by original handout,,Already covered (metabolic zonation logged separately)
HEP,After Mid-Module Hepatology Extras (Hepatology),D-42,,exclude,22,Causes of cirrhosis,"281, 307",Hepatology p. 65,excluded by original handout,,Already covered (cryptogenic logged separately)
HEP,After Mid-Module Hepatology Extras (Hepatology),D-43,,exclude,18,Features of hepatic failure,"237, 238",Hepatology p. 65,excluded by original handout,,Already covered (missing items logged separately)
HEP,After Mid-Module Hepatology Extras (Hepatology),D-44,,exclude,02,Ch 02 Esophagus check for varices,16,"Hepatology p. 57, 58, 59, 60, 61, 62, 63",excluded by original handout,,No earlier-chapter home; all variceal content belongs to Ch 23
HEP,After Mid-Module Hepatology Extras (Hepatology),E-01,,include,27,Ascites - relative frequency of causes,338,Hepatology p. 66,retained,E27.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-02,,include,27,Ascites - causes classified by portal hypertension,338,Hepatology p. 66,retained,E27.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-03,,exclude,27,Ascites - mechanistic causes A-E,338,"Hepatology p. 66, 67",excluded by original handout,,Already covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-04,,include,27,Renin-angiotensin physiology (background to ascites pathogenesis),"338, 339","Hepatology p. 67, 68",retained,E27.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-05,,include,27,Pathogenesis flow diagrams - common pathway ascites and HRS,"339, 346",Hepatology p. 68,retained,E27.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-06,,exclude,27,Ascites pathogenesis - underfill/overfill theories; mechanisms list,"338, 339","Hepatology p. 68, 69",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-07,,exclude,27,Ascites - grading and examination signs,339,Hepatology p. 69,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-08,,include,27,"Ascites - imaging sensitivity (US, CT)",340,Hepatology p. 70,retained,E27.04,E27.04: Merged Hepatology E-08/E-09 with E-10 (detecting and tapping ascites).
HEP,After Mid-Module Hepatology Extras (Hepatology),E-09,,include,27,Diagnostic paracentesis - indications and technique,340,Hepatology p. 70,retained,E27.04,E27.04: Merged Hepatology E-08/E-09 with E-10 (detecting and tapping ascites).
HEP,After Mid-Module Hepatology Extras (Hepatology),E-10,,include,27,Ascitic fluid analysis - additional tests,340,Hepatology p. 70,retained,E27.04,E27.04: Merged Hepatology E-08/E-09 with E-10 (detecting and tapping ascites).
HEP,After Mid-Module Hepatology Extras (Hepatology),E-11,,include,27,SAAG - interpretation and accuracy,340,Hepatology p. 71,retained,E27.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-12,,include,27,SAAG - extended differential (image table),340,Hepatology p. 71,retained,E27.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-13,,exclude,27,"Differential diagnosis of ascites (TB, malignant, chylous, pericarditis, Budd-Chiari, ovarian)","340, 341","Hepatology p. 71, 72",excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-14,,include,27,Management of cirrhotic ascites - stepwise protocol box (image),341,Hepatology p. 72,retained,E27.06,"E27.06: Diuretic regimen reduced to what the book lacks (sodium intake, 4-day step, stop criteria); book pp. 341–342 already give bed rest, weight and spironolactone dose (audit B §5.1)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-15,,exclude,27,"Diuretics, response targets, complications limiting diuretics","341, 342",Hepatology p. 73,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),E-16,,include,27,Refractory ascites - definition and subtypes,342,Hepatology p. 74,retained,E27.07,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-17,,include,27,Refractory ascites - contributing conditions,342,Hepatology p. 74,retained,E27.07,
HEP,After Mid-Module Hepatology Extras (Hepatology),E-18,,include,27,Large-volume paracentesis - protocol,342,Hepatology p. 74,retained,E27.08,"E27.08: Added the book's albumin statement (8 g per litre removed, p. 342; also Hepatology p. 74) beside the large-volume paracentesis schedule (audit B S6)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-19,,include,27,Refractory ascites - peritoneovenous shunt,342,Hepatology p. 74,retained,E27.08,"E27.08: Added the book's albumin statement (8 g per litre removed, p. 342; also Hepatology p. 74) beside the large-volume paracentesis schedule (audit B S6)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-20,,include,27,TIPS in refractory ascites - effects and indications,"342, 316",Hepatology p. 74,retained,E27.08,"E27.08: Added the book's albumin statement (8 g per litre removed, p. 342; also Hepatology p. 74) beside the large-volume paracentesis schedule (audit B S6)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-21,,include,27,SBP - epidemiology,343,Hepatology p. 75,retained,E27.09,"E27.09: SBP 8% reworded with its exact denominator (spontaneous type, cirrhotics with ascites) and the 10% overall figure that book p. 343 and Hepatology p. 75 both give; checked: not a disagreement (audit B S3/N1)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-22,,include,27,SBP - microbiology and host factors,343,Hepatology p. 75,retained,E27.09,"E27.09: SBP 8% reworded with its exact denominator (spontaneous type, cirrhotics with ascites) and the 10% overall figure that book p. 343 and Hepatology p. 75 both give; checked: not a disagreement (audit B S3/N1)."
HEP,After Mid-Module Hepatology Extras (Hepatology),E-23,,include,27,SBP - pathogenesis flow diagram,343,Hepatology p. 76,retained,E27.10,
