id,source_pages_hapatology,source_excerpt,topic,book_chapter,book_printed_pages,book_has,new_contribution,evidence_type,agent_decision,final_decision,reason,handout_location
E-05,68,Portal hypertension / Splanchnic vasodilation / Decreased effective circulatory volume / Activation of renin-angiotensin-aldosterone system / Renal sodium avidity / Renal vasoconstriction,Pathogenesis flow diagrams - common pathway ascites and HRS,27 Ascites,"339, 346",p339 gives underfill/overfill text chain; no figure. p346 gives HRS chain separately. Book does not link the two outcomes.,The same RAAS activation that follows splanchnic vasodilatation and reduced effective circulating volume causes renal sodium avidity (leading to ascites) and renal vasoconstriction (leading to hepatorenal syndrome); increased splanchnic pressure also increases lymph formation.,image-figure,include,include,Source diagram links ascites and HRS as two arms of one pathway; book lacks the diagram.,Ch 27 · Causes and mechanism
E-06,"68, 69",The mechanism involve inappropriate renal sodium and water retention either secondary to vascular changes,Ascites pathogenesis - underfill/overfill theories; mechanisms list,27 Ascites,"338, 339","p338-339 cover mechanisms list, underfill and overfill theories verbatim.",-,text,exclude,exclude,Already covered.,
E-07,69,Ascites may be graded as follow: Grade 1: Mild ascites: only detectable by ultrasound examination.,Ascites - grading and examination signs,27 Ascites,339,p339 has grades 1-3 and full examination signs (incl. pleural effusion 5-10%).,-,text,exclude,exclude,Already covered.,
E-08,70,Ultrasonography can detect as little as 30 mL of ascitic fluid with the patient in the right lateral decubitus position,"Ascites - imaging sensitivity (US, CT)",27 Ascites,340,"p340: 'Ultrasonography: to diagnose ascites, whether fluid is free or localized, to detect liver cirrhosis'. Not found: 30 mL, decubitus, CT for ascites.",Ultrasound can detect as little as 30 mL of ascitic fluid (right lateral decubitus position). CT may detect small amounts of ascites while also assessing liver and spleen size/state and the presence of varices and tumours.,text,include,include,Specific detection threshold and CT role absent.,Ch 27 · Investigations
E-09,70,A diagnostic paracentesis should be performed for new onset ascites or when a complication is suspected.,Diagnostic paracentesis - indications and technique,27 Ascites,340,"p340 lists paracentesis and analysis but no indications or technique. Not found (searched: gauge, angiocatheter, new onset).",Diagnostic paracentesis is indicated for new-onset ascites or when a complication is suspected; it is done under sterile conditions with a 20- to 23-gauge angiocatheter.,text,include,include,Indications/technique absent.,Ch 27 · Investigations
E-10,70,Triglyceride levels (elevated in Chylous ascites). Bilirubin level (may be elevated in bowel perforation).,Ascitic fluid analysis - additional tests,27 Ascites,340,"p340 lists only cells, culture, protein, albumin/SAAG. Not found in Ch27 (searched: Gram stain, triglyceride, bilirubin, glucose, amylase, LDH, cytology); LDH mentioned only for malignant ascites p340.",Other ascitic fluid tests: Gram stain; triglycerides (raised in chylous ascites); bilirubin (may be raised in bowel perforation); glucose; amylase (raised suggests pancreatic source); LDH; cytology. Ascitic albumin must be paired with serum albumin taken the same day to calculate SAAG.,text,include,include,Book list is materially shorter; interpretive clues are useful.,Ch 27 · Investigations
E-11,71,The gradient correlates directly with portal pressure.,SAAG - interpretation and accuracy,27 Ascites,340,"p340: SAAG formula, >1.1 in cirrhosis, and low/high gradient table. Not found: correlation with portal pressure, 97% accuracy.","SAAG correlates directly with portal pressure; a gradient >1.1 g/dL identifies portal-hypertensive ascites, and <1.1 g/dL excludes it, each with >97% accuracy. A low gradient mandates a search for other causes.",text,include,include,Accuracy and physiological meaning of SAAG absent.,Ch 27 · Investigations
E-12,71,High Gradient >= 1.1 g/dL (11 g/L) ... Fatty liver of pregnancy ... Massive liver metastases ... Myxedema ... Portal vein thrombosis ... Sinusoidal obstruction syndrome,SAAG - extended differential (image table),27 Ascites,340,"p340 table lists 5 high (cirrhosis, fulminant failure, alcoholic hepatitis, cardiac, Budd-Chiari) and 5 low causes. Not found in Ch27: fatty liver of pregnancy, metastases, myxedema, PVT, SOS, mixed ascites, bowel obstruction, lymphatic leak, serositis.","SAAG cut-off 1.1 g/dL = 11 g/L. Additional high-gradient causes: fatty liver of pregnancy, massive liver metastases, 'mixed' ascites, myxoedema, portal vein thrombosis, sinusoidal obstruction syndrome (text adds constrictive pericarditis). Additional low-gradient causes: bowel obstruction or infarction, postoperative lymphatic leak, serositis in connective tissue diseases (text adds pyogenic peritonitis).",image-table,include,include,Image table in source extends book's SAAG table.,Ch 27 · Investigations
E-13,"71, 72",Tuberculous ascites: History of TB toxemia. Matted intestinal loops.,"Differential diagnosis of ascites (TB, malignant, chylous, pericarditis, Budd-Chiari, ovarian)",27 Ascites,"340, 341",p340-341 reproduce the DDx list verbatim.,-,text,exclude,exclude,Already covered.,
E-14,72,Bed rest. 70-90 mmol sodium diet. ... After 4 days consider adding frusemide (furosemide) 40 mg daily.,Management of cirrhotic ascites - stepwise protocol box (image),27 Ascites,341,"p341: salt restriction 'main stay', spironolactone alone or combination; no sodium target, no timing for adding furosemide, no stop criteria. Not found (searched: mmol sodium, 70-90, flap, 4 days).","Stepwise regimen: bed rest and a 70-90 mmol sodium diet; spironolactone 100-200 mg daily; consider paracentesis if tense; after 4 days consider adding furosemide 40 mg daily; stop diuretics if pre-coma ('flap'), hypokalaemia, azotaemia or alkalosis; continue to monitor weight.",image-table,include,include,Quantified salt restriction and escalation timing absent from book.,Ch 27 · Management
E-15,73,Combination therapy Spironolactone 100 mg and Furosemide 40 mg.,"Diuretics, response targets, complications limiting diuretics",27 Ascites,"341, 342","p341-342 cover drugs, doses, max doses, response 0.5/1 kg/day, albumin+furosemide, small-volume paracentesis, and complications limiting diuretic therapy verbatim.",-,text,exclude,exclude,Already covered.,
E-16,74,It is divided into diuretic - resistant (ascites is not mobilized despite maximal diuretic dosage) and diuretic - intractable ascites,Refractory ascites - definition and subtypes,27 Ascites,342,"p342: 'An ascites is said to be resistant, if there is lack of response after dietary salt restriction& intensive diuretic therapy'. Not found: intractable, 10-20%.",Refractory ascites cannot be mobilised or prevented from recurring by medical therapy. It is subdivided into diuretic-resistant (not mobilised despite maximal diuretic dosage) and diuretic-intractable (diuretic-induced complications preclude an effective dose). It occurs in 10-20% of patients with ascites.,text,include,include,Subtype distinction and frequency absent.,Ch 27 · Management
E-17,74,The conditions that may contribute to refractory ascites include worsening of the primary liver disease,Refractory ascites - contributing conditions,27 Ascites,342,"Not found in Ch27 (searched: refractory, portal vein thrombosis, hepatotoxic near ascites).","Look for factors contributing to refractory ascites: worsening liver disease (active inflammation), portal or hepatic vein thrombosis, GI bleeding, infection/SBP, malnutrition, HCC, superimposed cardiac or renal disease, and hepatotoxic (alcohol, acetaminophen) or nephrotoxic substances.",text,include,include,Absent; practical checklist.,Ch 27 · Management
E-18,74,The procedure involves the daily removal of 4 to 6 L of ascitic fluid until the abdomen is completely evacuated,Large-volume paracentesis - protocol,27 Ascites,342,"p342: 'removal of > 5 L ... with IV albumin (8gm/L removed) ... safe & effective'. Not found: 4-6 L daily, 2-4 weeks, continuation of diuretics, reserved for tense/refractory.","Large-volume paracentesis removes 4-6 L daily until the abdomen is emptied, may be repeated every 2-4 weeks, and should be reserved for tense or diuretic-refractory ascites; diuretics and sodium restriction must continue afterwards to prevent rapid reaccumulation. Albumin also prevents post-paracentesis circulatory dysfunction.",text,include,include,"Book gives volume/albumin only; source adds schedule, indication and post-procedure measures. Note book '>5 L' vs source 'daily 4 to 6 L' are compatible framings, not flagged as discrepancy.",Ch 27 · Management
E-19,74,Peritoneovenous shunts,Refractory ascites - peritoneovenous shunt,27 Ascites,342,"Not found (searched: peritoneovenous, LeVeen, Denver).",Peritoneovenous shunting is listed as an option for refractory ascites (source gives no further detail; illustrated on p74).,image-figure,include,include,Option absent from book; source provides only the name and a figure.,Ch 27 · Management
E-20,74,"Early experience with TIPS showed a reduction in diuretic requirements, and a fall in plasma renin and aldosterone activities.",TIPS in refractory ascites - effects and indications,27 Ascites,"342, 316","p342: TIPS bridges hepatic and portal vein branches, may increase HE. p316 (Ch23): TIPS technique, variceal bleeding. Not found: renin/aldosterone fall, liver failure risk, hepatic hydrothorax/HRS/Budd-Chiari indications.","In refractory ascites, TIPS reduces diuretic requirements and lowers plasma renin and aldosterone, but may precipitate hepatic encephalopathy and/or liver failure. Its indications include variceal bleeding, refractory ascites, Budd-Chiari syndrome, hepatic hydrothorax and hepatorenal syndrome.",text,include,include,Additional effects/indications absent.,Ch 27 · Management
E-21,75,The spontaneous type develops in about 8% of cirrhotic patients with ascites. It is particularly frequent if the cirrhosis is severely decompensated.,SBP - epidemiology,27 Ascites,343,"p343: 'affects 10% of cirrhotic patients'. Not found: 8% of those with ascites, post-paracentesis infection, decompensation.",Ascitic fluid infection may be spontaneous or follow a previous paracentesis; the spontaneous type develops in about 8% of cirrhotic patients with ascites and is particularly frequent in severely decompensated cirrhosis.,text,include,include,Absent detail.,Ch 27 · Spontaneous bacterial peritonitis
E-22,75,"The infection is blood-borne and in 90% monomicrobial. In cirrhotic patients, bacterial overgrowth and small intestinal dysmotility may contribute.",SBP - microbiology and host factors,27 Ascites,343,"p343: 'monomicrobial (single organism), E-coli, pneumococci, Klebsiella and gram-positive'; decreased opsonins, abnormal neutrophils. Not found in Ch27: 90%, overgrowth, dysmotility, mesenteric lymph nodes, reticulo-endothelial, anaerobic, polymicrobial.","SBP is monomicrobial in 90%; small-bowel bacterial overgrowth and dysmotility promote translocation of gut bacteria to mesenteric lymph nodes, and reticulo-endothelial function is impaired. Infection with more than one organism suggests paracentesis-related infection; anaerobic infection is rare.",text,include,include,Materially more specific than book; polymicrobial/anaerobic clues are practically useful.,Ch 27 · Spontaneous bacterial peritonitis
E-23,76,Bacterascites ... Good opsonic activity -> Resolution ... Intermediate-poor opsonic activity -> SBP,SBP - pathogenesis flow diagram,27 Ascites,343,"No figure in book (p343 viewed). Not found: bacterascites, opsonic activity, portosystemic shunt/RES pathway.","Gut bacteria (overgrowth, altered permeability, translocation) reach the systemic circulation via mesenteric lymph nodes or the portal vein (bypassing liver RES through portosystemic shunts); reduced RES and complement activity allow bacteraemia and bacterascites, which resolves if ascitic opsonic activity is good but progresses to SBP if opsonic activity is intermediate-poor.",image-figure,include,include,Figure-only content absent from book.,Ch 27 · Spontaneous bacterial peritonitis
E-24,76,"Patients with variceal bleeding or with previous spontaneous bacterial peritonitis are at particular risk. ... These features, however, may be absent",SBP - risk groups and silent presentation,27 Ascites,343,"p343: suspect in any deteriorating cirrhotic; lists symptoms. Not found: variceal bleeding/previous SBP as risk, features may be absent.","Patients with variceal bleeding or previous SBP are at particular risk; classic features (fever, pain, leucocytosis) may be absent, so diagnosis relies on a high index of suspicion and ascitic fluid examination, especially in a cirrhotic who deteriorates with encephalopathy.",text,include,include,Absent practical points.,Ch 27 · Spontaneous bacterial peritonitis
E-25,76,The risk of spontaneous bacterial peritonitis is particularly high in cirrhotic patients with upper gastrointestinal haemorrhage or doing sclerotherapy. ... 400mg/12h for a minimum of 7 days,SBP prophylaxis in GI bleeding,27 Ascites,344,"p344: 'Patients doing sclerotherapy should receive norfloxacin 400mg/12 hours days.' (duration missing, GI haemorrhage not mentioned). Primary/secondary prophylaxis covered.",Cirrhotic patients with upper GI haemorrhage (as well as those undergoing sclerotherapy) should receive norfloxacin 400 mg every 12 h for a minimum of 7 days; the same is recommended for recurrent peritonitis.,text,include,include,Book sentence is truncated (no duration) and omits GI haemorrhage group.,Ch 27 · Spontaneous bacterial peritonitis
E-26,77,"Five days of parenteral, third-generation cephalosporin such as cefotaxime is usually effective. A minimal duration of 5 days of treatment is recommended.",SBP treatment - duration and alternatives,27 Ascites,343,"p343: third-generation cephalosporins first line; examples of doses. Not found: duration 5 days, amoxicillin-clavulanate equivalence, renal complication risk.","Treat SBP empirically for a minimum of 5 days (e.g. parenteral cefotaxime); amoxicillin-clavulanic acid is as effective as third-generation cephalosporins. SBP patients are at particular risk of renal complications (related to systemic vascular changes), which is why albumin is added.",text,include,include,Duration and alternative absent.,Ch 27 · Spontaneous bacterial peritonitis
E-27,77,"Because of reduced survival, spontaneous bacterial peritonitis is an indication to consider hepatic transplantation, particularly if recurrent.",SBP - transplant indication and prognosis,27 Ascites,343,"p343: 'SBP is an indication to list the patient for liver transplantation'; prognosis 25% die, 70% recur; mortality ~20%.",-,text,exclude,exclude,"Covered (only 'particularly if recurrent' extra, trivial). Note: source and book both carry the internal 20% vs 25% mortality figures; not a source-book discrepancy.",
E-28,78,The kidneys are anatomically and histologically normal and capable of normal function. ... The primary abnormality in the kidneys is altered blood flow.,HRS - definition details,28 Renal Impairment in Cirrhosis,346,"p346: 'functional liver failure ... histology of the kidney is normal'. Not found: progressive, capable of normal function, tense ascites, sympathetic tone.","HRS is progressive; the kidneys are anatomically and histologically normal and capable of normal function (the defect is altered renal blood flow). Most patients have decompensated cirrhosis with tense ascites, and the haemodynamic changes result from decreased effective blood volume and increased sympathetic tone.",text,include,include,Adds reversibility concept and sympathetic tone.,Ch 28 · Hepatorenal syndrome
E-29,78,"Pathogenesis of hepatorenal syndrome: Arterial vasodilatation in the splanchnic and systemic circulation, Renal vasoconstriction, Cardiac dysfunction.",HRS - pathogenesis components and flow figure,28 Renal Impairment in Cirrhosis,346,"p346: vasodilatation theory chain (RAAS, ADH, sympathetic; vasoconstrictors up, PGE2/NO down). Not found: cardiac dysfunction.","Three components drive HRS: splanchnic/systemic arterial vasodilatation, renal vasoconstriction and cardiac dysfunction. Figure chain: portal hypertension -> splanchnic vasodilatation -> central arterial hypovolaemia -> sympathetic/RAAS/ADH activation -> intrarenal vasoconstrictors up and vasodilators down -> progressive renal vasoconstriction -> HRS.",image-figure,include,include,Cardiac dysfunction component and figure absent.,Ch 28 · Hepatorenal syndrome
E-30,"78, 79",AKI in cirrhosis is now defined by an increase in serum creatinine >=0.3 mg/dL within 48 hours,"AKI definition, AKI types, HRS-AKI/NAKI classification, HRS-AKI criteria",28 Renal Impairment in Cirrhosis,"346, 347","p346-347 reproduce definition, types, classification, criteria verbatim.",-,text,exclude,exclude,Already covered.,
E-31,79,AKI is then categorized into 3 stages of increasing severity:,AKI staging,28 Renal Impairment in Cirrhosis,346,p346 has the same dangling sentence without stages.,-,text,exclude,exclude,Source itself does not list the 3 stages (truncated); nothing to add. Reviewer may wish to note both source and book leave this sentence incomplete.,
E-32,79,Serum creatinine level >= 1.5 mg/dL (133 umol/L) ... remains >= 1.5 mg/dL) 48 hr after diuretic withdrawal and adequate volume expansion with IV albumin,HRS - classic criteria with creatinine threshold (image table),28 Renal Impairment in Cirrhosis,"346, 347","Book criteria (p346-347) have no creatinine threshold. Not found (searched: 1.5 mg, 133 umol).","The older (classic) HRS criteria use a serum creatinine >=1.5 mg/dL (133 umol/L) that remains >=1.5 mg/dL 48 h after diuretic withdrawal and IV albumin volume expansion, plus absence of shock, nephrotoxins and intrinsic renal disease.",image-table,include,include,Threshold absent from book; label as classic criteria to avoid confusion with ICA HRS-AKI definition.,Ch 28 · Hepatorenal syndrome
E-33,79,"These include renal failure from exposure to toxins such as acetaminophen, NSAIDs, and carbon tetrachloride; infections; acute tubular necrosis due to hypotension",HRS - differential diagnosis,28 Renal Impairment in Cirrhosis,"346, 347","p346: lists AKI types (pre-renal, HRS, ATN, post-renal). Not found: carbon tetrachloride, acetaminophen, angiographic dyes, obstructive uropathy in this context.","HRS must be distinguished from renal failure due to toxins (acetaminophen, NSAIDs, carbon tetrachloride), infections, ATN from hypotension or aminoglycosides/angiographic dyes, and obstructive uropathy.",text,include,include,More specific DDx than book.,Ch 28 · Hepatorenal syndrome
E-34,80,Terlipressin can be administered by IV boluses (1 mg every 4-6 hours) or by continuous IV infusion (2 mg/day).,"HRS treatment - terlipressin, albumin, noradrenaline, midodrine+octreotide, NGAL (text)",28 Renal Impairment in Cirrhosis,347,p347 reproduces all text bullets verbatim; ICA algorithm figure at p348.,-,text,exclude,exclude,Already covered.,
E-35,80,"Prevention of HRS: Avoid intravascular volume depletion (diuretics, lactulose, GI bleeding, large-volume paracentesis without adequate volume repletion)",HRS prevention (image table),28 Renal Impairment in Cirrhosis,347,"Not found (searched: prevention of HRS, pentoxifylline, SBP prophylaxis in Ch28).","HRS prevention: avoid intravascular volume depletion (diuretics, lactulose, GI bleeding, large-volume paracentesis without volume repletion); use nephrotoxins (ACEIs, ARBs, NSAIDs, antibiotics) judiciously; diagnose and treat infections promptly with SBP prophylaxis; pentoxifylline for severe alcoholic hepatitis; prevent variceal bleeding.",image-table,include,include,Prevention section absent from book.,Ch 28 · Hepatorenal syndrome
E-36,80,"IV albumin - bolus of 1 g/kg/day on presentation (maximum dose, 100 g daily). Continue at dose of 20-60 g daily ... central venous pressure between 10 and 15 cm H2O",HRS treatment - detailed dosing (image table),28 Renal Impairment in Cirrhosis,347,"p347: albumin 20% at 20-40 g/day; midodrine+octreotide named without doses; noradrenaline named without dose; no treatment duration. Not found: 100 g, 10-15 cm H2O, midodrine/octreotide/norepinephrine doses, 2 weeks.","Treatment of HRS: stop nephrotoxic agents (incl. diuretics), treat infection; IV albumin 1 g/kg/day bolus (max 100 g) then 20-60 g/day to keep CVP 10-15 cmH2O; midodrine 2.5-5 mg orally tds up to 15 mg tds (target MAP rise >=15 mmHg) with octreotide 100 ug SC tds up to 200 ug tds (or 25 ug IV bolus then 25 ug/h); or norepinephrine 0.1-0.7 ug/kg/min IV, increased by 0.05 every 4 h to MAP rise >=10 mmHg. Vasopressor treatment is generally continued for up to 2 weeks until HRS reversal or transplant; evaluate for liver transplantation.",image-table,include,include (partial),Dosing detail absent. Albumin maintenance range differs from book text (see discrepancy row). | Terlipressin escalation and albumin 20–60 g/day maintenance omitted because of unresolved discrepancy E-37.,Ch 28 · Hepatorenal syndrome
E-37,80,Terlipressin - start at 1 mg IV every 4 hr and increase up to 2 mg IV every 4 hr if baseline serum creatinine level does not improve by 25% at day 3 of therapy,HRS treatment - terlipressin escalation and albumin dose,28 Renal Impairment in Cirrhosis,347,"p347: terlipressin 1 mg q4-6h or 2 mg/day infusion; escalate if SCr decrease <25% 'after 2 days', to max 12 mg/day; albumin 20% at 20-40 g/day.","Source image table (a different reference) gives escalation to 2 mg q4h if creatinine has not improved by 25% at day 3, and maintenance albumin 20-60 g/day; book (and source text) give escalation after 2 days (max 12 mg/day) and albumin 20-40 g/day.",image-table,discrepancy,discrepancy,"Same point, different numbers: day 3 vs 2 days for terlipressin escalation; albumin 20-60 vs 20-40 g/day. Both appear in the source (text vs image); book carries only the text version.",
F-01,81,About 70–80% of the 250–300 mg of bilirubin produced each day is derived from the breakdown of hemoglobin in senescent red blood cells.,Bilirubin production: daily amount and sources,18 Liver Disease Assessment,"245, 350, 392","p245: 'Bilirubin is the end product of heme degradation' (no quantity/proportions); Fig 35.3 p392 names red cell destruction, heme protein catabolism, bone marrow erythropoiesis as sources without figures. Not found (searched: 250, 300 mg, 70–80%, senescent, myoglobin, reticuloendothelial, spleen)","About 250–300 mg of bilirubin is produced daily; 70–80% comes from haemoglobin of senescent red cells, the remainder from prematurely destroyed erythroid cells in the marrow and turnover of haemoproteins such as myoglobin. Bilirubin is formed in reticuloendothelial cells, primarily in the spleen and liver.",text,include,include,Quantitative and site detail absent from book; useful for understanding haemolytic and shunt hyperbilirubinaemia.,Ch 18 · Bilirubin and bile-acid metabolism
F-02,"81, 82","After entering the hepatocyte, unconjugated bilirubin is bound to the cytosolic protein ligandin.","Hepatic processing of bilirubin: four steps, ligandin, canalicular secretion",18 Liver Disease Assessment,245,"p245: 'Carrier mediated uptake by hepatic cells, Conjugation to glucuronic acid and Excretion into bile'; unconjugated bilirubin 'tightly complexed to serum albumin'. Not found (searched: ligandin, cytosolic binding, endoplasmic reticulum, monoglucuronide, diglucuronide, canalicular bile)","Hepatocyte processing of bilirubin has four steps: uptake, cytosolic binding, conjugation and secretion. Albumin-bound unconjugated bilirubin is taken up by the hepatocyte (the albumin is not), binds the cytosolic protein ligandin, is conjugated to glucuronic acid in the endoplasmic reticulum, and the mono- and diglucuronides are actively transported into canalicular bile.",text,include,include,"Book gives three steps and omits cytosolic binding (ligandin), ER site and active canalicular transport of mono/diglucuronides.",Ch 18 · Bilirubin and bile-acid metabolism
F-03,82,"Conjugated bilirubin is not taken up by the intestinal mucosa. When the conjugated bilirubin reaches the distal ileum and colon, it is hydrolyzed to unconjugated bilirubin.",Intestinal fate of conjugated bilirubin,18 Liver Disease Assessment,245,"p245: 'The gut bacterial deconjugate most bilirubin to colorless urobilinogen'; Fig 35.3 p392 'Bacterial deconjugation'. Site and non-absorption not stated (searched: intestinal mucosa, distal ileum, proximal small bowel, hydrolyzed)","Conjugated bilirubin passes unchanged through the proximal small bowel and is not absorbed by the intestinal mucosa; only in the distal ileum and colon is it hydrolysed to unconjugated bilirubin, which gut bacteria then reduce to colourless urobilinogens.",text,include,include,"Adds anatomical site and the non-absorption of conjugated bilirubin, absent from book.",Ch 18 · Bilirubin and bile-acid metabolism
F-04,82,"The remaining 10–20% of the urobilinogens are passively absorbed, enter the portal venous blood, and are re-excreted by the liver.",Fate of reabsorbed urobilinogen (enterohepatic vs urinary),18 Liver Disease Assessment,245,p245: '10-20% of urobilinogen are reabsorbed in the ileum and colon and escape enterohepatic circulation and pass to the kidney to be excreted in urine.',"Source: about 80–90% of urobilinogens are excreted in faeces (as stercobilinogen/stercobilin); the 10–20% that are absorbed enter the portal blood and are re-excreted by the liver, and only a small fraction escapes hepatic uptake and is excreted in urine (source figure: ~80% faeces, ~18% enterohepatic, ~2% urine). Book p245 states the absorbed 10–20% escape the enterohepatic circulation and are excreted in urine.",text,discrepancy,discrepancy,Source and book differ on whether the reabsorbed 10–20% mainly recirculates to the liver or goes to urine. Source's '(usually <3 mg/dL)' urinary figure has doubtful units and is not carried into the contribution.,
F-05,"83, 84","Decreased hepatocellular uptake Examples: drugs (e.g., rifampin). Decreased conjugation Examples: Gilbert's and Crigler-Najjar syndromes.",Mechanistic category of Gilbert's syndrome,18 Liver Disease Assessment,"245, 350, 351",p350/351 match source (Gilbert = decreased conjugation; 'deficiency in hepatic bilirubin glucuronidation'). p245 lists Gilbert under 'II-Decrease uptake' ('defect of hepatic uptake and/or decrease of conjugation').,Source classifies Gilbert's syndrome under decreased conjugation (deficiency of hepatic bilirubin glucuronidation) and gives drugs such as rifampin as the example of decreased hepatocellular uptake; book p245 places Gilbert's under 'decrease uptake'.,text,discrepancy,discrepancy,Different classification heading for Gilbert's between source (and book Ch 29) and book Ch 18 p245.,
F-06,87,Clues To The Differential Diagnosis Of Jaundice: Biliary Obstruction Versus Liver Disease,Clinical/lab clues: biliary obstruction vs liver disease,29 Jaundice,"353, 354, 397, 398","Not found as a table (searched: prior biliary surgery, older age, surgical scar, rigors, viral prodrome, spider, asterixis, leukocytosis, amylase, lipase, thrombocytopenia). Partial: p246 PT normalises after parenteral vitamin K when due to malabsorption; Fig 29.1 p354 separates hepatocellular vs cholestatic enzyme pattern; p397–398 compares calcular vs malignant obstruction only.","Favouring biliary obstruction: abdominal pain, fever/rigors, prior biliary surgery, older age; on examination fever, abdominal tenderness, palpable mass or surgical scar; ALP elevated out of proportion to aminotransferases, PT normal or normalising with vitamin K, leukocytosis, raised amylase/lipase. Favouring liver disease: anorexia, malaise, myalgias (viral prodrome), known viral exposure, blood products or injection drug use, hepatotoxin exposure, family history; spider telangiectasias, stigmata of portal hypertension, asterixis; aminotransferases out of proportion to ALP, PT not normalising with vitamin K, thrombocytopenia, positive serology.",image-table,include,include,Image-borne comparison table absent from book; practical bedside discriminator.,Ch 29 · Approach
F-07,87,Causes of isolated elevation of alkaline phosphatase,Causes of isolated raised ALP,18 Liver Disease Assessment,245,"p245: ALP 'also elevated in non-hepatic disorders as bone diseases'. Not found (searched: isolated, granulomatous liver, lymphoma, hyperthyroid, metastatic, sclerosing cholangitis in ALP context)","Causes of an isolated rise in alkaline phosphatase include primary or metastatic hepatic tumours, granulomatous liver disease, primary biliary cirrhosis, non-Hodgkin lymphoma, hyperthyroidism, bone diseases with rapid turnover, and sclerosing cholangitis.",image-table,include,include,Image-borne list absent from book beyond 'bone diseases'.,Ch 18 · Liver function tests
F-08,87,"Cholestasis. Alkaline phosphatase, GGT, 5 nucleotidase.",LFT grouping by function; 5'-nucleotidase,18 Liver Disease Assessment,"238, 245","p238 and p245 cover albumin, PT, bilirubin, ALT/AST, ALP, GGT individually. Not found (searched: nucleotidase, detoxification, synthetic function, serum ammonia as LFT)","Liver function tests can be grouped by what they reflect: detoxification/excretory function (serum and urine bilirubin, serum ammonia), liver cell injury (AST, ALT), cholestasis (ALP, GGT, 5'-nucleotidase) and synthetic function (serum albumin, coagulation factors).",image-table,include,include,Functional grouping and 5'-nucleotidase not in book; small incremental addition.,Ch 18 · Liver function tests
F-09,87,Approach To Patient With Laboratory Proved Cholestasis,Ultrasound-led algorithm for proven cholestasis; jaundice algorithm,29 Jaundice,"241, 354, 394","Fig 29.1 p354 reproduces the source jaundice algorithm (ultrasound, dilated vs non-dilated ducts, CT/ERCP, AMA, MRCP/liver biopsy); p241 'MRCP is usually the next test if a biliary abnormality is present on US'; p394 ultrasound initial, ERCP.",(none - covered),image-figure,exclude,exclude,Already covered by Fig 29.1 and Ch 18/35 imaging text; the small cholestasis flowchart adds nothing material.,
F-10,85,"Bile duct proliferation ... Primary biliary cirrhosis, Allograft rejection, Graft versus host ... Biliary atresia, Idiopathic adult ductopenia",Sites of intrahepatic cholestasis (figure),29 Jaundice,352,"p352 lists intrahepatic conditions producing cholestasis (text list). Not found (searched: ductopenia, graft versus host, allograft, benign recurrent, endotoxin in cholestasis)","Intrahepatic cholestasis can be localised by level: hepatocyte (viral, drug, alcoholic hepatitis; post-necrotic cirrhosis; endotoxin), canaliculus (familial benign recurrent cholestasis; hormones, pregnancy, drugs), bile ductules/ducts (primary biliary cirrhosis, allograft rejection, graft-versus-host disease, biliary atresia, idiopathic adult ductopenia) and larger ducts (primary and secondary sclerosing cholangitis).",image-figure,include,include,"Image-borne anatomical classification with causes (GVHD, allograft rejection, adult ductopenia, benign recurrent cholestasis) absent from book.",Ch 29 · Approach
F-11,"83, 84, 85, 86, 87",Cholestasis is defined as the failure of normal bile to reach the duodenum.,"Jaundice approach, Gilbert's, cholestasis definitions/classification/clinical/extra-hepatic effects/labs",29 Jaundice,"350, 351, 352, 353, 354","Reproduced near-verbatim on p350–354 (including AST <100 iu/l, ALP >3x ULN, hepatic osteodystrophy, extra-hepatic effects).",(none - covered),text,exclude,exclude,Already covered verbatim.,
F-12,90,"About half of the ammonia arising from the intestine is synthesized by bacteria, the remainder coming from dietary protein and glutamine.","Ammonia sources, urea cycle and blood levels in HE",30 Hepatic Encephalopathy,358,"p358: 'Ammonia is thought to play an important role'; Fig 30.3 shows ↑blood NH3. Not found (searched: ammonia is produced, bacteria half, urea cycle/ornithine cycle, 90% of patients, glutamine source)","Ammonia comes from breakdown of proteins, amino acids, purines and pyrimidines; about half of intestinal ammonia is made by bacteria, the rest from dietary protein and glutamine. The liver normally converts ammonia to urea (urea/ornithine cycle, mainly in the liver and to a lesser extent the kidney) and glutamine. Blood ammonia is elevated in 90% of patients with hepatic encephalopathy, and brain levels are also increased.",text,include,include,Ammonia physiology and the 90% figure absent from book.,Ch 30 · Pathogenesis
